local_gov,type,county,fy_year,fy_total
Clement,Twp,Clinton,2005,33773.52
Clement,Twp,Clinton,2006,34066.93
Clement,Twp,Clinton,2007,34404.52
Clement,Twp,Clinton,2008,33306.01
Clement,Twp,Clinton,2009,31089.629999999997
Clement,Twp,Clinton,2010,30592.39
Clement,Twp,Clinton,2011,30596.8
Clement,Twp,Clinton,2012,29693.73
Clement,Twp,Clinton,2013,28935.68
Clement,Twp,Clinton,2014,29935.460000000003
Clement,Twp,Clinton,2015,28335.51
Clement,Twp,Clinton,2016,30919.34
Clement,Twp,Clinton,2017,30853.03
Clement,Twp,Clinton,2018,30891.38
Clement,Twp,Clinton,2019,30503.88
Clement,Twp,Clinton,2020,45703.18
Clement,Twp,Clinton,2021,45533.27
Cleveland,Muni,Henry,2005,7312.22
Cleveland,Muni,Henry,2006,7327.610000000001
Cleveland,Muni,Henry,2007,7324.68
Cleveland,Muni,Henry,2008,7027.94
Cleveland,Muni,Henry,2009,6499.28
Cleveland,Muni,Henry,2010,6360.67
Cleveland,Muni,Henry,2011,6356.56
Cleveland,Muni,Henry,2012,4655.46
Cleveland,Muni,Henry,2013,4533.92
Cleveland,Muni,Henry,2014,4687.6900000000005
Cleveland,Muni,Henry,2015,4431.78
Cleveland,Muni,Henry,2016,4824.71
Cleveland,Muni,Henry,2017,4821.01
Cleveland,Muni,Henry,2018,4810.7699999999995
Cleveland,Muni,Henry,2019,4741.99
Cleveland,Muni,Henry,2020,7104.21
Cleveland,Muni,Henry,2021,7080.83
Clifton,Muni,Iroquois,2005,38064.06
Clifton,Muni,Iroquois,2006,38144.04
Clifton,Muni,Iroquois,2007,38128.87
Clifton,Muni,Iroquois,2008,36584.17
Clifton,Muni,Iroquois,2009,33832.229999999996
Clifton,Muni,Iroquois,2010,33110.68
Clifton,Muni,Iroquois,2011,33089.32
Clifton,Muni,Iroquois,2012,36352.24
Clifton,Muni,Iroquois,2013,35403.21
Clifton,Muni,Iroquois,2014,36603.840000000004
Clifton,Muni,Iroquois,2015,34605.59
Clifton,Muni,Iroquois,2016,37673.759999999995
Clifton,Muni,Iroquois,2017,37644.94
Clifton,Muni,Iroquois,2018,37564.98
Clifton,Muni,Iroquois,2019,37027.86
Clifton,Muni,Iroquois,2020,55473.259999999995
Clifton,Muni,Iroquois,2021,55290.55
Clinton,County,Clinton,2005,699482.56
Clinton,County,Clinton,2006,715774.97
Clinton,County,Clinton,2007,736169.8200000001
Clinton,County,Clinton,2008,663004.88
Clinton,County,Clinton,2009,595963.48
Clinton,County,Clinton,2010,572384.42
Clinton,County,Clinton,2011,556837.49
Clinton,County,Clinton,2012,591124.3400000001
Clinton,County,Clinton,2013,589180.49
Clinton,County,Clinton,2014,586845.47
Clinton,County,Clinton,2015,556247.64
Clinton,County,Clinton,2016,616819.4400000001
Clinton,County,Clinton,2017,606443.03
Clinton,County,Clinton,2018,604581.3
Clinton,County,Clinton,2019,613406.71
Clinton,County,Clinton,2020,917897.8500000001
Clinton,County,Clinton,2021,984068.55
Clinton,Twp,DeKalb,2005,78842.85
Clinton,Twp,DeKalb,2006,79527.86
Clinton,Twp,DeKalb,2007,80537.02
Clinton,Twp,DeKalb,2008,79057.85
Clinton,Twp,DeKalb,2009,73749.45999999999
Clinton,Twp,DeKalb,2010,72528.02
Clinton,Twp,DeKalb,2011,72141.07
Clinton,Twp,DeKalb,2012,69535.38
Clinton,Twp,DeKalb,2013,68921.87000000001
Clinton,Twp,DeKalb,2014,71303.31
Clinton,Twp,DeKalb,2015,67492.43
Clinton,Twp,DeKalb,2016,73646.89
Clinton,Twp,DeKalb,2017,73489.06
Clinton,Twp,DeKalb,2018,73969.70999999999
Clinton,Twp,DeKalb,2019,73617.48
Clinton,Twp,DeKalb,2020,110293.69
Clinton,Twp,DeKalb,2021,109853.54
Clinton,Muni,DeWitt,2005,216332.17
Clinton,Muni,DeWitt,2006,216786.84999999998
Clinton,Muni,DeWitt,2007,216700.55
Clinton,Muni,DeWitt,2008,207921.59
Clinton,Muni,DeWitt,2009,192281.07
Clinton,Muni,DeWitt,2010,188180.31
Clinton,Muni,DeWitt,2011,188058.84
Clinton,Muni,DeWitt,2012,178913.41999999998
Clinton,Muni,DeWitt,2013,174242.69
Clinton,Muni,DeWitt,2014,180151.72
Clinton,Muni,DeWitt,2015,170317.06
Clinton,Muni,DeWitt,2016,185417.55
Clinton,Muni,DeWitt,2017,185275.68
Clinton,Muni,DeWitt,2018,184882.16
Clinton,Muni,DeWitt,2019,182238.65
Clinton,Muni,DeWitt,2020,273020.6
Clinton,Muni,DeWitt,2021,272121.35
Clintonia,Twp,DeWitt,2005,69013.01
Clintonia,Twp,DeWitt,2006,64829.219999999994
Clintonia,Twp,DeWitt,2007,65325.55
Clintonia,Twp,DeWitt,2008,63226.59
Clintonia,Twp,DeWitt,2009,58981.2
Clintonia,Twp,DeWitt,2010,57312.02
Clintonia,Twp,DeWitt,2011,56902.02
Clintonia,Twp,DeWitt,2012,55209.87
Clintonia,Twp,DeWitt,2013,53800.42
Clintonia,Twp,DeWitt,2014,55659.25
Clintonia,Twp,DeWitt,2015,52684.49
Clintonia,Twp,DeWitt,2016,57488.61
Clintonia,Twp,DeWitt,2017,57365.310000000005
Clintonia,Twp,DeWitt,2018,58564.310000000005
Clintonia,Twp,DeWitt,2019,56716.14
Clintonia,Twp,DeWitt,2020,84976.37000000001
Clintonia,Twp,DeWitt,2021,84660.52
Clover,Twp,Henry,2005,81962.4
Clover,Twp,Henry,2006,82674.48
Clover,Twp,Henry,2007,83493.78
Clover,Twp,Henry,2008,80827.84
Clover,Twp,Henry,2009,75400.51
Clover,Twp,Henry,2010,74096.89
Clover,Twp,Henry,2011,74044.3
Clover,Twp,Henry,2012,71859.65000000001
Clover,Twp,Henry,2013,69517.03
Clover,Twp,Henry,2014,70745.93999999999
Clover,Twp,Henry,2015,66573.97
Clover,Twp,Henry,2016,72644.64
Clover,Twp,Henry,2017,72444.22
Clover,Twp,Henry,2018,72292.93999999999
Clover,Twp,Henry,2019,71386.2
Clover,Twp,Henry,2020,106955.82
Clover,Twp,Henry,2021,106558.11
Clyde,Twp,Whiteside,2005,63060.01
Clyde,Twp,Whiteside,2006,63607.89
Clyde,Twp,Whiteside,2007,64238.28
Clyde,Twp,Whiteside,2008,62187.09
Clyde,Twp,Whiteside,2009,58011.49
Clyde,Twp,Whiteside,2010,57048.21
Clyde,Twp,Whiteside,2011,57056.47
Clyde,Twp,Whiteside,2012,55369.08
Clyde,Twp,Whiteside,2013,53933.05
Clyde,Twp,Whiteside,2014,55793.840000000004
Clyde,Twp,Whiteside,2015,52811.58
Clyde,Twp,Whiteside,2016,57627.33
Clyde,Twp,Whiteside,2017,57504.02
Clyde,Twp,Whiteside,2018,57575.99
Clyde,Twp,Whiteside,2019,56853.619999999995
Clyde,Twp,Whiteside,2020,85182.12000000001
Clyde,Twp,Whiteside,2021,84865.08
Co Unit Rd Dist,Twp,Alexander,2005,354899.66
Co Unit Rd Dist,Twp,Alexander,2006,357983.08
Co Unit Rd Dist,Twp,Alexander,2007,360803.14999999997
Co Unit Rd Dist,Twp,Alexander,2008,349045.74
Co Unit Rd Dist,Twp,Alexander,2009,323414.31
Co Unit Rd Dist,Twp,Alexander,2010,315073
Co Unit Rd Dist,Twp,Alexander,2011,317393.21
Co Unit Rd Dist,Twp,Alexander,2012,308232.13
Co Unit Rd Dist,Twp,Alexander,2013,300363.3
Co Unit Rd Dist,Twp,Alexander,2014,313699.74
Co Unit Rd Dist,Twp,Alexander,2015,299850.35
Co Unit Rd Dist,Twp,Alexander,2016,327192.87
Co Unit Rd Dist,Twp,Alexander,2017,326491.07
Co Unit Rd Dist,Twp,Alexander,2018,326896.71
Co Unit Rd Dist,Twp,Alexander,2019,322796.4
Co Unit Rd Dist,Twp,Alexander,2020,483637.59
Co Unit Rd Dist,Twp,Alexander,2021,481839.9
Co Unit Rd Dist,Twp,Calhoun,2005,371266.5
Co Unit Rd Dist,Twp,Calhoun,2006,374492.14999999997
Co Unit Rd Dist,Twp,Calhoun,2007,378588.5
Co Unit Rd Dist,Twp,Calhoun,2008,366534.55
Co Unit Rd Dist,Twp,Calhoun,2009,341923.23000000004
Co Unit Rd Dist,Twp,Calhoun,2010,336245.39
Co Unit Rd Dist,Twp,Calhoun,2011,336294.02
Co Unit Rd Dist,Twp,Calhoun,2012,326368.58
Co Unit Rd Dist,Twp,Calhoun,2013,318036.75
Co Unit Rd Dist,Twp,Calhoun,2014,329025.12
Co Unit Rd Dist,Twp,Calhoun,2015,311439.96
Co Unit Rd Dist,Twp,Calhoun,2016,339839.3
Co Unit Rd Dist,Twp,Calhoun,2017,339110.4
Co Unit Rd Dist,Twp,Calhoun,2018,339531.73000000004
Co Unit Rd Dist,Twp,Calhoun,2019,335272.93000000005
Co Unit Rd Dist,Twp,Calhoun,2020,502330.9
Co Unit Rd Dist,Twp,Calhoun,2021,500463.64999999997
Co Unit Rd Dist,Twp,Hardin,2005,240028.16
Co Unit Rd Dist,Twp,Hardin,2006,241457.19
Co Unit Rd Dist,Twp,Hardin,2007,243850.04
Co Unit Rd Dist,Twp,Hardin,2008,236063.8
Co Unit Rd Dist,Twp,Hardin,2009,220213.08
Co Unit Rd Dist,Twp,Hardin,2010,215686.14
Co Unit Rd Dist,Twp,Hardin,2011,215092.57
Co Unit Rd Dist,Twp,Hardin,2012,208744.31
Co Unit Rd Dist,Twp,Hardin,2013,203415.3
Co Unit Rd Dist,Twp,Hardin,2014,210443.44
Co Unit Rd Dist,Twp,Hardin,2015,199336.16
Co Unit Rd Dist,Twp,Hardin,2016,217776.91999999998
Co Unit Rd Dist,Twp,Hardin,2017,217309.81
Co Unit Rd Dist,Twp,Hardin,2018,217579.84
Co Unit Rd Dist,Twp,Hardin,2019,214850.65
Co Unit Rd Dist,Twp,Hardin,2020,321905.28
Co Unit Rd Dist,Twp,Hardin,2021,323087.03
Co Unit Rd Dist,Twp,Johnson,2005,503989.82
Co Unit Rd Dist,Twp,Johnson,2006,509160.21
Co Unit Rd Dist,Twp,Johnson,2007,512981.28
Co Unit Rd Dist,Twp,Johnson,2008,495921.96
Co Unit Rd Dist,Twp,Johnson,2009,462226.74
Co Unit Rd Dist,Twp,Johnson,2010,454632.95
Co Unit Rd Dist,Twp,Johnson,2011,454189.08
Co Unit Rd Dist,Twp,Johnson,2012,439946.3
Co Unit Rd Dist,Twp,Johnson,2013,428811.02
Co Unit Rd Dist,Twp,Johnson,2014,443445.62
Co Unit Rd Dist,Twp,Johnson,2015,419745.12
Co Unit Rd Dist,Twp,Johnson,2016,458042.58
Co Unit Rd Dist,Twp,Johnson,2017,456926.4
Co Unit Rd Dist,Twp,Johnson,2018,457020.43000000005
Co Unit Rd Dist,Twp,Johnson,2019,451287.9
Co Unit Rd Dist,Twp,Johnson,2020,676153.19
Co Unit Rd Dist,Twp,Johnson,2021,673639.8600000001
Co Unit Rd Dist,Twp,Massac,2005,433334.66
Co Unit Rd Dist,Twp,Massac,2006,437209.2
Co Unit Rd Dist,Twp,Massac,2007,441618.02
Co Unit Rd Dist,Twp,Massac,2008,427273.05
Co Unit Rd Dist,Twp,Massac,2009,398208.83999999997
Co Unit Rd Dist,Twp,Massac,2010,393539.22000000003
Co Unit Rd Dist,Twp,Massac,2011,393685.6
Co Unit Rd Dist,Twp,Massac,2012,382066.26
Co Unit Rd Dist,Twp,Massac,2013,372312.51
Co Unit Rd Dist,Twp,Massac,2014,385176.14999999997
Co Unit Rd Dist,Twp,Massac,2015,364742.58
Co Unit Rd Dist,Twp,Massac,2016,398226.6
Co Unit Rd Dist,Twp,Massac,2017,397372.46
Co Unit Rd Dist,Twp,Massac,2018,397700.97000000003
Co Unit Rd Dist,Twp,Massac,2019,392233.23000000004
Co Unit Rd Dist,Twp,Massac,2020,587672.99
Co Unit Rd Dist,Twp,Massac,2021,585488.58
Co Unit Rd Dist,Twp,Perry,2005,103418.34
Co Unit Rd Dist,Twp,Perry,2006,645344.6799999999
Co Unit Rd Dist,Twp,Perry,2007,653385.3500000001
Co Unit Rd Dist,Twp,Perry,2008,632006.3400000001
Co Unit Rd Dist,Twp,Perry,2009,589051.9600000001
Co Unit Rd Dist,Twp,Perry,2010,579197.31
Co Unit Rd Dist,Twp,Perry,2011,579173.7699999999
Co Unit Rd Dist,Twp,Perry,2012,562079.9
Co Unit Rd Dist,Twp,Perry,2013,547790.31
Co Unit Rd Dist,Twp,Perry,2014,566739.8300000001
Co Unit Rd Dist,Twp,Perry,2015,537219.64
Co Unit Rd Dist,Twp,Perry,2016,589980.11
Co Unit Rd Dist,Twp,Perry,2017,597745.97
Co Unit Rd Dist,Twp,Perry,2018,598734.63
Co Unit Rd Dist,Twp,Perry,2019,591493.3400000001
Co Unit Rd Dist,Twp,Perry,2020,886220.8300000001
Co Unit Rd Dist,Twp,Perry,2021,882490.8500000001
Co Unit Rd Dist,Twp,Pulaski,2005,336381.88
Co Unit Rd Dist,Twp,Pulaski,2006,339304.48000000004
Co Unit Rd Dist,Twp,Pulaski,2007,342782.75
Co Unit Rd Dist,Twp,Pulaski,2008,329517.73000000004
Co Unit Rd Dist,Twp,Pulaski,2009,306188.6
Co Unit Rd Dist,Twp,Pulaski,2010,301873.24
Co Unit Rd Dist,Twp,Pulaski,2011,301998.29000000004
Co Unit Rd Dist,Twp,Pulaski,2012,292628.89
Co Unit Rd Dist,Twp,Pulaski,2013,285115.38
Co Unit Rd Dist,Twp,Pulaski,2014,294966.31
Co Unit Rd Dist,Twp,Pulaski,2015,279201.45
Co Unit Rd Dist,Twp,Pulaski,2016,304661.06
Co Unit Rd Dist,Twp,Pulaski,2017,303877.37
Co Unit Rd Dist,Twp,Pulaski,2018,303968.94
Co Unit Rd Dist,Twp,Pulaski,2019,300156.2
Co Unit Rd Dist,Twp,Pulaski,2020,449716.37
Co Unit Rd Dist,Twp,Pulaski,2021,448044.74
Co Unit Rd Dist,Twp,Union,2005,532812.42
Co Unit Rd Dist,Twp,Union,2006,537441.62
Co Unit Rd Dist,Twp,Union,2007,542767.6699999999
Co Unit Rd Dist,Twp,Union,2008,525556.25
Co Unit Rd Dist,Twp,Union,2009,490326.3
Co Unit Rd Dist,Twp,Union,2010,482184.11
Co Unit Rd Dist,Twp,Union,2011,482876.06
Co Unit Rd Dist,Twp,Union,2012,470234.47000000003
Co Unit Rd Dist,Twp,Union,2013,458551.73000000004
Co Unit Rd Dist,Twp,Union,2014,474494.87
Co Unit Rd Dist,Twp,Union,2015,449110.23000000004
Co Unit Rd Dist,Twp,Union,2016,490020.86
Co Unit Rd Dist,Twp,Union,2017,488969.83
Co Unit Rd Dist,Twp,Union,2018,489577.37
Co Unit Rd Dist,Twp,Union,2019,483436.51
Co Unit Rd Dist,Twp,Union,2020,724320.58
Co Unit Rd Dist,Twp,Union,2021,721713.03
Co Unit Rd Dist,Twp,Williamson,2005,746508.93
Co Unit Rd Dist,Twp,Williamson,2006,752278.66
Co Unit Rd Dist,Twp,Williamson,2007,762071.74
Co Unit Rd Dist,Twp,Williamson,2008,741099.7899999999
Co Unit Rd Dist,Twp,Williamson,2009,689965.39
Co Unit Rd Dist,Twp,Williamson,2010,678282.76
Co Unit Rd Dist,Twp,Williamson,2011,678334.24
Co Unit Rd Dist,Twp,Williamson,2012,659221.07
Co Unit Rd Dist,Twp,Williamson,2013,642444.7699999999
Co Unit Rd Dist,Twp,Williamson,2014,663566.37
Co Unit Rd Dist,Twp,Williamson,2015,630277.8200000001
Co Unit Rd Dist,Twp,Williamson,2016,690522.09
Co Unit Rd Dist,Twp,Williamson,2017,689064.65
Co Unit Rd Dist,Twp,Williamson,2018,690135.11
Co Unit Rd Dist,Twp,Williamson,2019,682134.8200000001
Co Unit Rd Dist,Twp,Williamson,2020,1021964.15
Co Unit Rd Dist,Twp,Williamson,2021,1018661.63
Coal City,Muni,Grundy,2005,138643.34999999998
Coal City,Muni,Grundy,2006,138934.76
Coal City,Muni,Grundy,2007,138879.44
Coal City,Muni,Grundy,2008,133253.15
Coal City,Muni,Grundy,2009,123229.42
Coal City,Muni,Grundy,2010,120601.31
Coal City,Muni,Grundy,2011,120523.5
Coal City,Muni,Grundy,2012,138351.47999999998
Coal City,Muni,Grundy,2013,134739.65
Coal City,Muni,Grundy,2014,139309.02
Coal City,Muni,Grundy,2015,131704
Coal City,Muni,Grundy,2016,143381.02
Coal City,Muni,Grundy,2017,143271.31
Coal City,Muni,Grundy,2018,142967
Coal City,Muni,Grundy,2019,140922.81
Coal City,Muni,Grundy,2020,211123.34999999998
Coal City,Muni,Grundy,2021,210427.97
Coal Valley,Twp,Rock Island,2005,14913.88
Coal Valley,Twp,Rock Island,2006,15037.630000000001
Coal Valley,Twp,Rock Island,2007,15180.42
Coal Valley,Twp,Rock Island,2008,14695.93
Coal Valley,Twp,Rock Island,2009,13706.81
Coal Valley,Twp,Rock Island,2010,11976.18
Coal Valley,Twp,Rock Island,2011,11175.2
Coal Valley,Twp,Rock Island,2012,12248.710000000001
Coal Valley,Twp,Rock Island,2013,11021.369999999999
Coal Valley,Twp,Rock Island,2014,11404.29
Coal Valley,Twp,Rock Island,2015,10797.849999999999
Coal Valley,Twp,Rock Island,2016,11782.49
Coal Valley,Twp,Rock Island,2017,11721.130000000001
Coal Valley,Twp,Rock Island,2018,11541.04
Coal Valley,Twp,Rock Island,2019,11396.27
Coal Valley,Twp,Rock Island,2020,18060.85
Coal Valley,Twp,Rock Island,2021,17993.71
Coal Valley,Muni,Rock Island,2005,104220.97
Coal Valley,Muni,Rock Island,2006,104440.03
Coal Valley,Muni,Rock Island,2007,104398.43
Coal Valley,Muni,Rock Island,2008,100169.04
Coal Valley,Muni,Rock Island,2009,92634.01
Coal Valley,Muni,Rock Island,2010,90658.43
Coal Valley,Muni,Rock Island,2011,90599.9
Coal Valley,Muni,Rock Island,2012,92688.29
Coal Valley,Muni,Rock Island,2013,90268.55
Coal Valley,Muni,Rock Island,2014,93329.81
Coal Valley,Muni,Rock Island,2015,88234.82
Coal Valley,Muni,Rock Island,2016,96057.84
Coal Valley,Muni,Rock Island,2017,95984.34
Coal Valley,Muni,Rock Island,2018,95780.48
Coal Valley,Muni,Rock Island,2019,94410.98
Coal Valley,Muni,Rock Island,2020,141441.69
Coal Valley,Muni,Rock Island,2021,140975.81
Coalton,Muni,Montgomery,2005,8872.93
Coalton,Muni,Montgomery,2006,8891.6
Coalton,Muni,Montgomery,2007,8888.08
Coalton,Muni,Montgomery,2008,8528.01
Coalton,Muni,Montgomery,2009,7886.48
Coalton,Muni,Montgomery,2010,7718.28
Coalton,Muni,Montgomery,2011,7713.3
Coalton,Muni,Montgomery,2012,7527.99
Coalton,Muni,Montgomery,2013,7331.45
Coalton,Muni,Montgomery,2014,7580.09
Coalton,Muni,Montgomery,2015,7166.28
Coalton,Muni,Montgomery,2016,7801.6500000000005
Coalton,Muni,Montgomery,2017,7795.68
Coalton,Muni,Montgomery,2018,7779.13
Coalton,Muni,Montgomery,2019,7667.9
Coalton,Muni,Montgomery,2020,11487.630000000001
Coalton,Muni,Montgomery,2021,11449.79
Coatsburg,Muni,Adams,2005,6531.860000000001
Coatsburg,Muni,Adams,2006,6545.57
Coatsburg,Muni,Adams,2007,6542.99
Coatsburg,Muni,Adams,2008,6277.96
Coatsburg,Muni,Adams,2009,5805.7
Coatsburg,Muni,Adams,2010,5681.88
Coatsburg,Muni,Adams,2011,5678.1900000000005
Coatsburg,Muni,Adams,2012,3640.17
Coatsburg,Muni,Adams,2013,3545.14
Coatsburg,Muni,Adams,2014,3665.3900000000003
Coatsburg,Muni,Adams,2015,3465.27
Coatsburg,Muni,Adams,2016,3772.5
Coatsburg,Muni,Adams,2017,3769.63
Coatsburg,Muni,Adams,2018,3761.62
Coatsburg,Muni,Adams,2019,3707.8500000000004
Coatsburg,Muni,Adams,2020,5554.89
Coatsburg,Muni,Adams,2021,5536.58
Cobden,Muni,Union,2005,32254.73
Cobden,Muni,Union,2006,32322.52
Cobden,Muni,Union,2007,32309.649999999998
Cobden,Muni,Union,2008,31000.73
Cobden,Muni,Union,2009,28668.760000000002
Cobden,Muni,Union,2010,28057.35
Cobden,Muni,Union,2011,28039.24
Cobden,Muni,Union,2012,28650.91
Cobden,Muni,Union,2013,27902.93
Cobden,Muni,Union,2014,28849.2
Cobden,Muni,Union,2015,27274.29
Cobden,Muni,Union,2016,29692.49
Cobden,Muni,Union,2017,29669.75
Cobden,Muni,Union,2018,29606.74
Cobden,Muni,Union,2019,29183.4
Cobden,Muni,Union,2020,43721.08
Cobden,Muni,Union,2021,43577.08
Coe,Twp,Rock Island,2005,50092.880000000005
Coe,Twp,Rock Island,2006,50509.219999999994
Coe,Twp,Rock Island,2007,50993.78999999999
Coe,Twp,Rock Island,2008,49890.4
Coe,Twp,Rock Island,2009,47017.219999999994
Coe,Twp,Rock Island,2010,46194.44
Coe,Twp,Rock Island,2011,46221.36
Coe,Twp,Rock Island,2012,45576.450000000004
Coe,Twp,Rock Island,2013,43498.24
Coe,Twp,Rock Island,2014,45003.350000000006
Coe,Twp,Rock Island,2015,42601.53
Coe,Twp,Rock Island,2016,46486.229999999996
Coe,Twp,Rock Island,2017,46371.46
Coe,Twp,Rock Island,2018,46350.340000000004
Coe,Twp,Rock Island,2019,45768.950000000004
Coe,Twp,Rock Island,2020,69560.52
Coe,Twp,Rock Island,2021,69301.95
Coffeen,Muni,Montgomery,2005,20404.89
Coffeen,Muni,Montgomery,2006,20447.77
Coffeen,Muni,Montgomery,2007,20439.609999999997
Coffeen,Muni,Montgomery,2008,19611.56
Coffeen,Muni,Montgomery,2009,18136.32
Coffeen,Muni,Montgomery,2010,17749.53
Coffeen,Muni,Montgomery,2011,17738.09
Coffeen,Muni,Montgomery,2012,16962.74
Coffeen,Muni,Montgomery,2013,16519.89
Coffeen,Muni,Montgomery,2014,17080.14
Coffeen,Muni,Montgomery,2015,16147.710000000001
Coffeen,Muni,Montgomery,2016,17579.38
Coffeen,Muni,Montgomery,2017,17565.93
Coffeen,Muni,Montgomery,2018,17528.62
Coffeen,Muni,Montgomery,2019,17277.99
Coffeen,Muni,Montgomery,2020,25885
Coffeen,Muni,Montgomery,2021,25799.73
Colchester,Muni,McDonough,2005,43150.83
Colchester,Muni,McDonough,2006,43241.54
Colchester,Muni,McDonough,2007,43224.3
Colchester,Muni,McDonough,2008,41473.189999999995
Colchester,Muni,McDonough,2009,38353.46
Colchester,Muni,McDonough,2010,37535.51
Colchester,Muni,McDonough,2011,37511.27
Colchester,Muni,McDonough,2012,34693.11
Colchester,Muni,McDonough,2013,33787.4
Colchester,Muni,McDonough,2014,34933.219999999994
Colchester,Muni,McDonough,2015,33026.17
Colchester,Muni,McDonough,2016,35954.340000000004
Colchester,Muni,McDonough,2017,35926.82
Colchester,Muni,McDonough,2018,35850.51
Colchester,Muni,McDonough,2019,35337.880000000005
Colchester,Muni,McDonough,2020,52941.44
Colchester,Muni,McDonough,2021,52767.06
Cold Spring,Twp,Shelby,2005,82560.61
Cold Spring,Twp,Shelby,2006,83277.95
Cold Spring,Twp,Shelby,2007,84749.83
Cold Spring,Twp,Shelby,2008,83286.07
Cold Spring,Twp,Shelby,2009,77848.52
Cold Spring,Twp,Shelby,2010,77035.03
Cold Spring,Twp,Shelby,2011,77046.15000000001
Cold Spring,Twp,Shelby,2012,74723.67000000001
Cold Spring,Twp,Shelby,2013,72667.43999999999
Cold Spring,Twp,Shelby,2014,75027.77
Cold Spring,Twp,Shelby,2015,70885.51
Cold Spring,Twp,Shelby,2016,77259.3
Cold Spring,Twp,Shelby,2017,77093.6
Cold Spring,Twp,Shelby,2018,77181.14
Cold Spring,Twp,Shelby,2019,75556.02
Cold Spring,Twp,Shelby,2020,113006.65000000001
Cold Spring,Twp,Shelby,2021,112586.59
Coldbrook,Twp,Warren,2005,80927.26
Coldbrook,Twp,Warren,2006,81625.6
Coldbrook,Twp,Warren,2007,82434.52
Coldbrook,Twp,Warren,2008,79802.36
Coldbrook,Twp,Warren,2009,74443.95
Coldbrook,Twp,Warren,2010,73207.76
Coldbrook,Twp,Warren,2011,73218.36
Coldbrook,Twp,Warren,2012,71059.38
Coldbrook,Twp,Warren,2013,69245.32
Coldbrook,Twp,Warren,2014,71637.76
Coldbrook,Twp,Warren,2015,67809.01
Coldbrook,Twp,Warren,2016,73992.3
Coldbrook,Twp,Warren,2017,73833.62000000001
Coldbrook,Twp,Warren,2018,73925.35
Coldbrook,Twp,Warren,2019,72998.06
Coldbrook,Twp,Warren,2020,109371.17000000001
Coldbrook,Twp,Warren,2021,108964.62000000001
Coles,County,Coles,2005,747835.51
Coles,County,Coles,2006,744988.66
Coles,County,Coles,2007,761965.21
Coles,County,Coles,2008,715942.3600000001
Coles,County,Coles,2009,659412.74
Coles,County,Coles,2010,631513.7699999999
Coles,County,Coles,2011,604896.57
Coles,County,Coles,2012,615834.4400000001
Coles,County,Coles,2013,590869.11
Coles,County,Coles,2014,651333.56
Coles,County,Coles,2015,602880.3500000001
Coles,County,Coles,2016,651627.41
Coles,County,Coles,2017,632589.54
Coles,County,Coles,2018,623631.2799999999
Coles,County,Coles,2019,618839.24
Coles,County,Coles,2020,916111.62
Coles,County,Coles,2021,973497.88
Coleta,Muni,Whiteside,2005,4479.81
Coleta,Muni,Whiteside,2006,4489.21
Coleta,Muni,Whiteside,2007,4487.42
Coleta,Muni,Whiteside,2008,4305.6500000000005
Coleta,Muni,Whiteside,2009,3981.79
Coleta,Muni,Whiteside,2010,3896.8700000000003
Coleta,Muni,Whiteside,2011,3894.3700000000003
Coleta,Muni,Whiteside,2012,4061.17
Coleta,Muni,Whiteside,2013,3955.13
Coleta,Muni,Whiteside,2014,4089.27
Coleta,Muni,Whiteside,2015,3866.03
Coleta,Muni,Whiteside,2016,4208.79
Coleta,Muni,Whiteside,2017,4205.56
Coleta,Muni,Whiteside,2018,4196.63
Coleta,Muni,Whiteside,2019,4136.63
Coleta,Muni,Whiteside,2020,6197.31
Coleta,Muni,Whiteside,2021,6176.860000000001
Colfax,Twp,Champaign,2005,81186.09
Colfax,Twp,Champaign,2006,81898.59
Colfax,Twp,Champaign,2007,82700.52
Colfax,Twp,Champaign,2008,80055.20999999999
Colfax,Twp,Champaign,2009,74684.27
Colfax,Twp,Champaign,2010,73439.73
Colfax,Twp,Champaign,2011,73459.84
Colfax,Twp,Champaign,2012,71289.43
Colfax,Twp,Champaign,2013,69469.54
Colfax,Twp,Champaign,2014,71826.86
Colfax,Twp,Champaign,2015,67967.34
Colfax,Twp,Champaign,2016,74164.39
Colfax,Twp,Champaign,2017,74005.26
Colfax,Twp,Champaign,2018,74097.77
Colfax,Twp,Champaign,2019,73168.48999999999
Colfax,Twp,Champaign,2020,109626.11
Colfax,Twp,Champaign,2021,109218.7
Colfax,Muni,McLean,2005,28584.17
Colfax,Muni,McLean,2006,28644.25
Colfax,Muni,McLean,2007,28632.85
Colfax,Muni,McLean,2008,27472.86
Colfax,Muni,McLean,2009,25406.27
Colfax,Muni,McLean,2010,24864.420000000002
Colfax,Muni,McLean,2011,24848.38
Colfax,Muni,McLean,2012,26273.64
Colfax,Muni,McLean,2013,25587.75
Colfax,Muni,McLean,2014,26455.5
Colfax,Muni,McLean,2015,25011.27
Colfax,Muni,McLean,2016,27228.79
Colfax,Muni,McLean,2017,27207.93
